Image_Number,Human1,Human2,Human3,Human4,Human5,Human6,Human7,Human8,Human9,Human10,Human11,Human12,Human13,Human14,Human15,Human16,Human17,Human18,Human19,Human20,Aura
477398,7.79,3.07,5.54,1.65,2.69,2.21,1.68,1.86,,,,,,,,,,,,,3.31
568668,101.46,,,,,,,,,,,,,,,,,,,,101.46
28802,39.88,,,,,,,,,,,,,,,,,,,,39.88
400763,153.71,175.96,78.71,61.77,,,,,,,,,,,,,,,,,117.54
244135,23.38,,,,,,,,,,,,,,,,,,,,23.38
290969,274.69,,,,,,,,,,,,,,,,,,,,274.69
487642,243.60,243.63,,,,,,,,,,,,,,,,,,,243.62
313674,100.01,,,,,,,,,,,,,,,,,,,,100.01
145360,295.60,280.19,,,,,,,,,,,,,,,,,,,287.89
123539,241.36,,,,,,,,,,,,,,,,,,,,241.36
384605,14.34,7.98,8.30,12.09,17.54,13.11,5.27,6.21,9.59,148.99,,,,,,,,,,,24.34
222977,285.40,152.05,106.30,,,,,,,,,,,,,,,,,,181.25
218784,194.50,,,,,,,,,,,,,,,,,,,,194.50
95872,258.57,61.79,192.40,21.55,255.51,246.26,,,,,,,,,,,,,,,172.68
38622,54.13,,,,,,,,,,,,,,,,,,,,54.13
48558,201.98,,,,,,,,,,,,,,,,,,,,201.98
109838,92.04,122.91,231.03,86.49,60.50,23.12,42.95,84.87,50.70,27.76,26.26,239.67,30.62,,,,,,,,86.07
547635,159.19,152.55,30.89,121.71,292.46,,,,,,,,,,,,,,,,151.36
55039,27.65,36.78,44.09,,,,,,,,,,,,,,,,,,36.17
166420,133.66,71.79,,,,,,,,,,,,,,,,,,,102.72
168624,47.63,45.92,,,,,,,,,,,,,,,,,,,46.78
368274,96.26,91.64,61.57,,,,,,,,,,,,,,,,,,83.16
103486,211.56,180.12,156.40,,,,,,,,,,,,,,,,,,182.69
30779,115.07,,,,,,,,,,,,,,,,,,,,115.07
29761,21.83,15.61,36.61,,,,,,,,,,,,,,,,,,24.68
429446,261.59,10.37,6.33,89.85,21.89,48.38,5.96,,,,,,,,,,,,,,63.48
110252,123.08,163.35,,,,,,,,,,,,,,,,,,,143.22
436073,393.18,110.37,,,,,,,,,,,,,,,,,,,251.78
133543,238.38,,,,,,,,,,,,,,,,,,,,238.38
249076,182.10,51.31,92.23,147.05,31.47,,,,,,,,,,,,,,,,100.83
550478,472.55,299.15,150.99,,,,,,,,,,,,,,,,,,307.56
13908,600.55,,,,,,,,,,,,,,,,,,,,600.55
310759,215.84,421.29,,,,,,,,,,,,,,,,,,,318.56
475960,149.16,22.59,63.07,54.74,52.14,49.57,52.89,50.84,35.47,47.55,53.38,185.13,,,,,,,,,68.04
574562,170.99,25.59,40.45,33.28,,,,,,,,,,,,,,,,,67.58
136240,79.40,99.40,114.89,,,,,,,,,,,,,,,,,,97.90
126497,138.93,26.96,18.42,17.09,8.24,9.79,8.12,4.94,6.33,,,,,,,,,,,,26.54
78054,162.64,20.55,11.64,14.41,35.49,12.09,28.08,16.14,,,,,,,,,,,,,37.63
575756,385.44,201.39,,,,,,,,,,,,,,,,,,,293.41
557291,77.11,76.89,,,,,,,,,,,,,,,,,,,77.00
419534,16.27,19.13,5.35,14.90,25.03,21.51,,,,,,,,,,,,,,,17.03
178421,63.39,21.58,369.01,,,,,,,,,,,,,,,,,,151.33
457667,102.87,,,,,,,,,,,,,,,,,,,,102.87
126437,246.86,,,,,,,,,,,,,,,,,,,,246.86
259338,131.42,,,,,,,,,,,,,,,,,,,,131.42
411028,31.94,24.77,15.48,41.01,24.56,30.15,8.52,,,,,,,,,,,,,,25.20
273879,202.79,85.21,43.15,43.29,50.62,,,,,,,,,,,,,,,,85.01
509484,121.53,78.87,,,,,,,,,,,,,,,,,,,100.20
443562,111.28,122.36,111.19,,,,,,,,,,,,,,,,,,114.94
161246,185.39,215.73,,,,,,,,,,,,,,,,,,,200.56
113698,197.66,16.45,7.26,26.53,14.39,18.19,11.67,16.55,10.75,6.05,13.44,12.24,7.15,,,,,,,,27.56
482694,136.22,,,,,,,,,,,,,,,,,,,,136.22
426252,54.42,14.27,17.41,19.88,24.38,11.52,19.70,13.51,9.32,18.07,,,,,,,,,,,20.25
198414,106.68,111.44,221.80,,,,,,,,,,,,,,,,,,146.64
204779,330.31,,,,,,,,,,,,,,,,,,,,330.31
183401,125.02,202.78,33.66,78.52,28.05,21.61,,,,,,,,,,,,,,,81.61
230864,30.36,23.64,19.43,24.88,35.94,23.63,7.26,22.73,,,,,,,,,,,,,23.48
324688,77.84,22.35,,,,,,,,,,,,,,,,,,,50.09
267015,284.61,,,,,,,,,,,,,,,,,,,,284.61
51946,306.49,,,,,,,,,,,,,,,,,,,,306.49
87604,146.77,,,,,,,,,,,,,,,,,,,,146.77
489186,37.23,32.94,30.88,16.49,17.89,21.43,21.00,18.78,7.31,16.85,8.05,18.40,53.84,341.00,,,,,,,45.86
564449,127.56,112.10,174.87,112.99,,,,,,,,,,,,,,,,,131.88
322160,274.69,,,,,,,,,,,,,,,,,,,,274.69
408481,189.83,,,,,,,,,,,,,,,,,,,,189.83
202681,118.51,146.53,,,,,,,,,,,,,,,,,,,132.52
45146,101.12,128.30,133.69,71.69,,,,,,,,,,,,,,,,,108.70
45086,144.11,,,,,,,,,,,,,,,,,,,,144.11
425296,10.89,3.59,4.73,,,,,,,,,,,,,,,,,,6.40
256648,439.00,24.16,15.38,7.04,6.63,14.21,,,,,,,,,,,,,,,84.40
147865,99.68,,,,,,,,,,,,,,,,,,,,99.68
37552,165.78,,,,,,,,,,,,,,,,,,,,165.78
573913,236.04,22.07,102.04,61.79,31.65,,,,,,,,,,,,,,,,90.72
3225,380.67,,,,,,,,,,,,,,,,,,,,380.67
62442,110.77,22.52,,,,,,,,,,,,,,,,,,,66.64
165773,12.56,112.18,98.83,17.26,,,,,,,,,,,,,,,,,60.21
256431,95.42,14.02,9.49,11.16,10.01,8.82,,,,,,,,,,,,,,,24.82
497980,447.28,,,,,,,,,,,,,,,,,,,,447.28
227000,64.26,37.10,118.84,54.94,4.86,35.52,38.04,15.66,43.49,42.46,147.29,,,,,,,,,,54.77
513832,109.69,33.85,,,,,,,,,,,,,,,,,,,71.77
209380,175.35,,,,,,,,,,,,,,,,,,,,175.35
134078,287.24,111.45,,,,,,,,,,,,,,,,,,,199.35
79567,99.25,,,,,,,,,,,,,,,,,,,,99.25
312802,252.05,,,,,,,,,,,,,,,,,,,,252.05
106222,166.96,73.08,39.73,,,,,,,,,,,,,,,,,,93.26
443987,149.94,77.02,98.38,111.35,71.43,35.16,23.81,,,,,,,,,,,,,,81.01
544660,139.45,41.74,,,,,,,,,,,,,,,,,,,90.59
180966,20.00,,,,,,,,,,,,,,,,,,,,20.00
243796,163.86,108.02,119.63,,,,,,,,,,,,,,,,,,130.50
278541,188.53,47.37,27.23,48.75,7.89,,,,,,,,,,,,,,,,63.95
302470,8.83,9.06,8.66,259.89,6.12,8.23,11.14,12.92,7.33,6.83,9.23,13.49,25.00,,,,,,,,29.75
36473,386.88,,,,,,,,,,,,,,,,,,,,386.88
11264,58.30,106.34,,,,,,,,,,,,,,,,,,,82.32
567768,137.11,122.08,,,,,,,,,,,,,,,,,,,129.59
293169,27.35,46.75,71.34,26.45,40.65,30.97,23.08,28.13,14.31,16.97,45.85,48.09,10.03,547.00,,,,,,,69.78
396157,98.46,74.83,66.78,,,,,,,,,,,,,,,,,,80.02
528108,482.18,,,,,,,,,,,,,,,,,,,,482.18
20651,237.57,240.16,365.67,153.04,,,,,,,,,,,,,,,,,249.11
465855,161.50,,,,,,,,,,,,,,,,,,,,161.50
304735,317.03,133.10,295.69,37.45,51.00,91.04,68.00,,,,,,,,,,,,,,141.90
97514,458.43,,,,,,,,,,,,,,,,,,,,458.43
333164,373.90,,,,,,,,,,,,,,,,,,,,373.90
226939,530.68,,,,,,,,,,,,,,,,,,,,530.68
495832,209.49,,,,,,,,,,,,,,,,,,,,209.49
38910,158.78,,,,,,,,,,,,,,,,,,,,158.78
536498,132.91,7.95,11.90,13.62,12.19,6.11,9.43,6.28,16.24,14.13,12.29,7.57,127.69,359.00,,,,,,,52.66
120179,101.10,123.52,104.63,,,,,,,,,,,,,,,,,,109.75
412086,74.96,66.14,21.69,21.86,13.34,51.33,15.88,,,,,,,,,,,,,,37.89
369267,110.27,234.60,,,,,,,,,,,,,,,,,,,172.44
151328,188.34,165.39,118.71,203.70,163.70,,,,,,,,,,,,,,,,167.97
99803,143.06,25.89,24.37,21.80,7.98,8.07,9.28,24.60,8.31,8.27,10.87,9.96,14.88,,,,,,,,24.41
530364,351.64,484.31,,,,,,,,,,,,,,,,,,,417.98
542027,221.48,117.46,49.04,,,,,,,,,,,,,,,,,,129.33
369529,320.57,,,,,,,,,,,,,,,,,,,,320.57
35102,34.58,29.19,25.34,31.14,26.33,23.29,17.66,23.65,99.39,20.82,13.25,,,,,,,,,,31.33
169686,113.23,195.61,205.78,96.62,182.16,,,,,,,,,,,,,,,,158.68
26829,14.31,38.31,25.57,21.77,87.77,12.65,14.71,10.92,31.18,20.50,22.80,17.17,17.43,639.00,,,,,,,69.58
458752,152.42,,,,,,,,,,,,,,,,,,,,152.42
370082,22.78,10.10,29.36,5.57,4.86,,,,,,,,,,,,,,,,14.53
173239,415.14,,,,,,,,,,,,,,,,,,,,415.14
352938,65.41,47.21,10.52,11.46,,,,,,,,,,,,,,,,,33.65
377017,253.08,159.54,60.81,,,,,,,,,,,,,,,,,,157.81
248251,257.43,252.25,,,,,,,,,,,,,,,,,,,254.84
376557,22.11,,,,,,,,,,,,,,,,,,,,22.11
29014,149.75,82.77,41.05,74.00,,,,,,,,,,,,,,,,,86.89
429803,103.89,,,,,,,,,,,,,,,,,,,,103.89
347990,138.69,,,,,,,,,,,,,,,,,,,,138.69
139836,119.92,194.22,81.03,67.17,44.09,,,,,,,,,,,,,,,,101.29
297798,194.63,180.99,415.76,56.80,,,,,,,,,,,,,,,,,212.04
62756,43.37,59.62,,,,,,,,,,,,,,,,,,,51.49
455717,76.44,156.74,,,,,,,,,,,,,,,,,,,116.59
45600,470.29,,,,,,,,,,,,,,,,,,,,470.29
37030,312.09,,,,,,,,,,,,,,,,,,,,312.09
443188,182.25,,,,,,,,,,,,,,,,,,,,182.25
192953,300.34,181.67,301.28,,,,,,,,,,,,,,,,,,261.10
524059,208.51,,,,,,,,,,,,,,,,,,,,208.51
259585,46.32,,,,,,,,,,,,,,,,,,,,46.32
79286,147.82,143.97,180.20,,,,,,,,,,,,,,,,,,157.33
418384,118.20,,,,,,,,,,,,,,,,,,,,118.20
314092,125.42,86.36,81.65,78.50,69.80,43.82,33.54,21.42,15.54,35.99,35.64,28.95,16.01,32.00,,,,,,,50.33
197218,195.75,49.48,60.18,128.32,,,,,,,,,,,,,,,,,108.43
184547,155.19,173.72,190.09,38.58,135.53,22.78,16.28,35.86,44.06,13.14,26.02,24.20,,,,,,,,,72.95
264642,169.32,,,,,,,,,,,,,,,,,,,,169.32
429059,471.04,,,,,,,,,,,,,,,,,,,,471.04
255532,142.71,30.15,,,,,,,,,,,,,,,,,,,86.43
419748,47.49,107.19,,,,,,,,,,,,,,,,,,,77.34
495931,159.28,186.66,,,,,,,,,,,,,,,,,,,172.97
65030,172.32,,,,,,,,,,,,,,,,,,,,172.32
518157,35.45,69.71,65.17,40.45,,,,,,,,,,,,,,,,,52.69
169243,65.84,,,,,,,,,,,,,,,,,,,,65.84
337490,232.90,,,,,,,,,,,,,,,,,,,,232.90
535325,141.30,142.72,128.36,158.88,,,,,,,,,,,,,,,,,142.81
188545,111.10,29.38,3.69,,,,,,,,,,,,,,,,,,48.06
478140,38.98,22.40,14.75,40.81,13.85,,,,,,,,,,,,,,,,26.16
148747,87.27,,,,,,,,,,,,,,,,,,,,87.27
197651,101.91,110.52,134.91,61.10,87.61,36.70,,,,,,,,,,,,,,,88.79
458604,394.62,306.34,,,,,,,,,,,,,,,,,,,350.48
339498,104.16,84.86,80.63,67.97,,,,,,,,,,,,,,,,,84.41
438300,36.51,29.52,44.26,243.74,37.06,,,,,,,,,,,,,,,,78.22
115419,183.68,,,,,,,,,,,,,,,,,,,,183.68
298152,208.08,,,,,,,,,,,,,,,,,,,,208.08
19594,360.92,,,,,,,,,,,,,,,,,,,,360.92
83386,60.03,265.94,,,,,,,,,,,,,,,,,,,162.99
153639,193.91,,,,,,,,,,,,,,,,,,,,193.91
331266,140.54,72.59,55.14,63.63,103.03,38.69,23.33,21.03,16.11,11.74,,,,,,,,,,,54.58
31090,193.52,363.74,,,,,,,,,,,,,,,,,,,278.63
45854,206.75,139.57,,,,,,,,,,,,,,,,,,,173.16
102766,278.24,76.76,53.70,36.54,232.01,,,,,,,,,,,,,,,,135.45
426246,91.37,130.11,82.29,81.48,111.52,,,,,,,,,,,,,,,,99.35
463851,102.82,90.20,58.95,41.56,57.31,59.23,108.95,66.87,29.14,11.25,10.41,54.08,42.28,407.00,,,,,,,81.43
394590,62.11,81.76,,,,,,,,,,,,,,,,,,,71.94
331186,98.33,66.75,10.60,5.52,6.35,7.44,64.33,,,,,,,,,,,,,,37.05
504027,232.98,,,,,,,,,,,,,,,,,,,,232.98
136661,213.01,,,,,,,,,,,,,,,,,,,,213.01
444498,27.01,70.32,11.39,7.09,5.41,,,,,,,,,,,,,,,,24.24
138092,212.04,359.81,,,,,,,,,,,,,,,,,,,285.92
551316,171.74,45.22,71.96,406.33,170.02,234.54,67.56,103.96,,,,,,,,,,,,,158.92
451121,427.14,,,,,,,,,,,,,,,,,,,,427.14
364280,128.87,13.69,13.03,,,,,,,,,,,,,,,,,,51.86
447679,317.36,41.74,74.26,62.91,157.35,77.73,64.89,81.03,63.33,70.84,70.18,73.31,81.94,536.00,,,,,,,126.63
94544,149.58,147.82,,,,,,,,,,,,,,,,,,,148.70
428683,127.08,77.97,153.89,139.41,,,,,,,,,,,,,,,,,124.59
514232,156.74,,,,,,,,,,,,,,,,,,,,156.74
240543,212.25,,,,,,,,,,,,,,,,,,,,212.25
534848,173.89,22.72,,,,,,,,,,,,,,,,,,,98.30
258571,189.46,90.40,99.82,,,,,,,,,,,,,,,,,,126.56
86987,85.46,,,,,,,,,,,,,,,,,,,,85.46
420236,31.26,34.26,24.79,18.96,11.44,22.36,23.46,6.62,3.64,,,,,,,,,,,,19.64
266756,361.27,,,,,,,,,,,,,,,,,,,,361.27
203809,81.91,,,,,,,,,,,,,,,,,,,,81.91
309948,122.25,273.67,,,,,,,,,,,,,,,,,,,197.96
536087,253.99,,,,,,,,,,,,,,,,,,,,253.99
346425,22.71,35.06,,,,,,,,,,,,,,,,,,,28.89
381788,117.11,33.75,38.57,,,,,,,,,,,,,,,,,,63.14
474984,153.84,,,,,,,,,,,,,,,,,,,,153.84
87091,27.53,24.59,,,,,,,,,,,,,,,,,,,26.06
304625,131.07,16.18,18.51,131.08,,,,,,,,,,,,,,,,,74.21
552446,36.39,36.16,9.84,7.66,10.12,9.41,13.21,17.02,6.38,90.00,94.28,23.48,,,,,,,,,29.50
538580,240.00,135.60,60.46,105.75,100.85,,,,,,,,,,,,,,,,128.53
246971,82.78,,,,,,,,,,,,,,,,,,,,82.78
64036,188.34,293.59,37.00,29.97,12.76,78.83,28.48,,,,,,,,,,,,,,95.57
127926,256.30,180.99,389.19,,,,,,,,,,,,,,,,,,275.49
159729,596.85,,,,,,,,,,,,,,,,,,,,596.85
545538,338.92,288.82,19.53,150.65,9.73,20.11,16.09,57.55,25.89,55.51,36.41,,,,,,,,,,92.66
51359,188.80,119.30,,,,,,,,,,,,,,,,,,,154.05
559194,195.33,47.57,,,,,,,,,,,,,,,,,,,121.45
570822,66.21,,,,,,,,,,,,,,,,,,,,66.21
306803,122.83,,,,,,,,,,,,,,,,,,,,122.83
161546,294.84,,,,,,,,,,,,,,,,,,,,294.84
220615,58.78,31.99,27.19,,,,,,,,,,,,,,,,,,39.32
176318,481.22,,,,,,,,,,,,,,,,,,,,481.22
120971,263.88,181.30,319.51,,,,,,,,,,,,,,,,,,254.90
362793,42.63,,,,,,,,,,,,,,,,,,,,42.63
375899,295.13,78.30,,,,,,,,,,,,,,,,,,,186.72
530750,181.89,18.39,21.46,12.48,12.79,11.92,164.70,1.69,81.04,,,,,,,,,,,,56.26
206278,134.02,,,,,,,,,,,,,,,,,,,,134.02
468841,113.51,149.45,221.12,143.37,,,,,,,,,,,,,,,,,156.86
24706,118.55,135.61,136.18,114.12,,,,,,,,,,,,,,,,,126.12
536776,72.92,70.43,7.35,8.13,4.84,5.55,4.55,13.75,6.87,6.71,3.13,6.31,5.54,599.00,,,,,,,58.22
559107,172.04,,,,,,,,,,,,,,,,,,,,172.04
53604,354.49,107.35,,,,,,,,,,,,,,,,,,,230.92
220790,250.92,30.09,50.75,16.36,17.82,22.38,16.32,,,,,,,,,,,,,,57.81
532799,142.39,,,,,,,,,,,,,,,,,,,,142.39
127076,240.21,,,,,,,,,,,,,,,,,,,,240.21
39705,46.57,,,,,,,,,,,,,,,,,,,,46.57
455430,307.18,,,,,,,,,,,,,,,,,,,,307.18
189026,333.79,,,,,,,,,,,,,,,,,,,,333.79
334431,176.60,,,,,,,,,,,,,,,,,,,,176.60
126408,285.56,,,,,,,,,,,,,,,,,,,,285.56
575574,187.56,182.56,123.55,25.33,27.64,11.46,60.40,124.45,,,,,,,,,,,,,92.87
461558,69.31,,,,,,,,,,,,,,,,,,,,69.31
156026,254.95,,,,,,,,,,,,,,,,,,,,254.95
141101,240.16,154.70,,,,,,,,,,,,,,,,,,,197.43
301554,53.33,61.04,160.00,96.21,95.96,54.47,76.92,,,,,,,,,,,,,,85.42
192454,426.78,,,,,,,,,,,,,,,,,,,,426.78
575971,57.05,84.76,,,,,,,,,,,,,,,,,,,70.91
180285,282.61,9.40,294.56,140.15,,,,,,,,,,,,,,,,,181.68
480532,25.50,42.47,80.95,,,,,,,,,,,,,,,,,,49.64
16486,54.02,38.41,,,,,,,,,,,,,,,,,,,46.22
82438,368.56,,,,,,,,,,,,,,,,,,,,368.56
11619,205.25,222.25,,,,,,,,,,,,,,,,,,,213.75
164634,593.26,,,,,,,,,,,,,,,,,,,,593.26
180099,118.80,,,,,,,,,,,,,,,,,,,,118.80
535528,107.02,,,,,,,,,,,,,,,,,,,,107.02
184585,134.93,18.14,11.45,19.17,31.22,9.69,19.49,12.58,4.81,9.89,7.08,9.46,14.00,,,,,,,,23.22
210729,308.03,,,,,,,,,,,,,,,,,,,,308.03
438888,68.11,,,,,,,,,,,,,,,,,,,,68.11
275956,254.65,106.67,144.07,130.51,29.06,,,,,,,,,,,,,,,,132.99
555639,101.02,108.27,60.73,56.67,28.85,,,,,,,,,,,,,,,,71.11
67200,453.87,306.39,50.70,47.22,28.55,67.63,91.81,,,,,,,,,,,,,,149.45
63077,34.46,108.27,,,,,,,,,,,,,,,,,,,71.37
328101,53.16,54.09,28.74,30.40,27.10,31.63,38.06,24.73,59.77,58.60,18.86,18.85,20.95,632.00,,,,,,,78.35
256748,57.66,13.41,,,,,,,,,,,,,,,,,,,35.53
167480,39.61,,,,,,,,,,,,,,,,,,,,39.61
263265,77.05,41.29,20.89,74.86,28.40,44.12,,,,,,,,,,,,,,,47.77
374680,243.95,,,,,,,,,,,,,,,,,,,,243.95
383605,242.01,115.88,39.81,58.23,10.39,21.03,,,,,,,,,,,,,,,81.23
544312,220.21,185.53,,,,,,,,,,,,,,,,,,,202.87
289075,240.29,,,,,,,,,,,,,,,,,,,,240.29
562247,434.69,,,,,,,,,,,,,,,,,,,,434.69
188498,187.94,15.00,,,,,,,,,,,,,,,,,,,101.47
136971,42.70,279.01,,,,,,,,,,,,,,,,,,,160.85
28415,235.85,,,,,,,,,,,,,,,,,,,,235.85
93176,107.03,,,,,,,,,,,,,,,,,,,,107.03
535282,190.81,19.45,16.80,14.54,22.18,17.63,8.41,18.29,,,,,,,,,,,,,38.51
201042,133.45,8.56,6.82,6.65,5.98,6.80,12.95,5.18,6.08,8.39,1.74,2.84,4.68,7.00,,,,,,,15.51
209345,43.98,30.48,169.94,,,,,,,,,,,,,,,,,,81.47
357690,356.29,,,,,,,,,,,,,,,,,,,,356.29
247271,173.13,208.38,,,,,,,,,,,,,,,,,,,190.75
305267,152.09,638.33,,,,,,,,,,,,,,,,,,,395.21
565771,46.49,108.09,110.00,189.81,172.11,,,,,,,,,,,,,,,,125.30
279563,29.64,29.17,19.17,18.94,20.78,,,,,,,,,,,,,,,,23.54
288739,40.32,64.11,16.41,24.45,8.75,22.62,13.03,14.19,15.76,10.69,30.84,26.04,20.23,639.00,,,,,,,67.60
49913,367.51,,,,,,,,,,,,,,,,,,,,367.51
56849,15.39,16.38,18.26,11.87,,,,,,,,,,,,,,,,,15.47
323672,83.51,,,,,,,,,,,,,,,,,,,,83.51
324969,169.84,,,,,,,,,,,,,,,,,,,,169.84
456639,206.11,40.65,53.65,,,,,,,,,,,,,,,,,,100.14
417720,138.06,157.85,,,,,,,,,,,,,,,,,,,147.95
26105,214.93,75.99,,,,,,,,,,,,,,,,,,,145.46
265145,178.97,56.13,76.39,66.18,58.51,237.04,71.11,25.45,,,,,,,,,,,,,96.22
423424,356.24,328.40,,,,,,,,,,,,,,,,,,,342.32
269234,205.04,,,,,,,,,,,,,,,,,,,,205.04
24657,293.22,,,,,,,,,,,,,,,,,,,,293.22
105021,192.43,13.49,10.56,,,,,,,,,,,,,,,,,,72.16
327735,170.51,,,,,,,,,,,,,,,,,,,,170.51
59012,142.70,,,,,,,,,,,,,,,,,,,,142.70
522074,91.82,39.70,127.59,,,,,,,,,,,,,,,,,,86.37
128561,22.86,36.86,21.57,34.89,,,,,,,,,,,,,,,,,29.04
21685,56.16,114.28,,,,,,,,,,,,,,,,,,,85.22
41840,310.65,74.14,146.80,47.17,100.03,,,,,,,,,,,,,,,,135.76
110046,441.28,,,,,,,,,,,,,,,,,,,,441.28
186035,92.18,232.99,39.18,58.19,50.16,52.64,42.95,74.65,28.07,16.07,246.52,76.88,39.82,,,,,,,,80.79
346021,184.45,131.59,90.77,257.87,28.07,,,,,,,,,,,,,,,,138.55
25232,133.14,79.79,,,,,,,,,,,,,,,,,,,106.47
348031,37.01,37.57,30.45,39.66,21.75,27.89,11.64,10.50,,,,,,,,,,,,,27.06
99724,332.86,35.44,58.43,236.80,14.43,23.13,23.83,35.43,21.96,,,,,,,,,,,,86.92
458646,43.46,82.78,24.46,,,,,,,,,,,,,,,,,,50.23
78130,6.47,9.31,,,,,,,,,,,,,,,,,,,7.89
124580,121.55,144.89,138.17,112.83,120.65,,,,,,,,,,,,,,,,127.62
121255,40.13,24.82,29.38,34.23,,,,,,,,,,,,,,,,,32.14
523306,67.19,68.59,,,,,,,,,,,,,,,,,,,67.89
569867,110.12,91.43,,,,,,,,,,,,,,,,,,,100.78
326048,143.46,265.46,,,,,,,,,,,,,,,,,,,204.46
25103,392.63,,,,,,,,,,,,,,,,,,,,392.63
79552,576.30,,,,,,,,,,,,,,,,,,,,576.30
496115,309.85,234.99,157.62,81.74,109.64,124.92,84.58,14.44,,,,,,,,,,,,,139.72
445263,266.42,,,,,,,,,,,,,,,,,,,,266.42
248391,213.66,147.96,,,,,,,,,,,,,,,,,,,180.81
223068,234.38,,,,,,,,,,,,,,,,,,,,234.38
552354,343.71,177.51,,,,,,,,,,,,,,,,,,,260.61
5016,51.65,60.98,35.22,,,,,,,,,,,,,,,,,,49.28
99170,323.00,,,,,,,,,,,,,,,,,,,,323.00
60911,55.30,39.51,193.71,165.40,27.83,,,,,,,,,,,,,,,,96.35
160688,276.13,194.49,,,,,,,,,,,,,,,,,,,235.31
50263,290.24,,,,,,,,,,,,,,,,,,,,290.24
119441,170.86,,,,,,,,,,,,,,,,,,,,170.86
285091,491.23,,,,,,,,,,,,,,,,,,,,491.23
97314,187.27,115.67,55.60,39.69,18.97,140.88,,,,,,,,,,,,,,,93.01
19622,87.80,8.24,,,,,,,,,,,,,,,,,,,48.02
138846,589.66,,,,,,,,,,,,,,,,,,,,589.66
576630,125.94,,,,,,,,,,,,,,,,,,,,125.94
152096,38.72,37.02,33.34,12.25,13.08,18.50,26.27,19.71,13.86,31.35,,,,,,,,,,,24.41
26483,27.85,95.21,64.58,,,,,,,,,,,,,,,,,,62.55
260024,103.32,13.60,,,,,,,,,,,,,,,,,,,58.46
532734,75.46,140.94,120.17,,,,,,,,,,,,,,,,,,112.19
52192,152.16,42.92,30.83,,,,,,,,,,,,,,,,,,75.30
200910,39.41,62.85,47.33,273.20,46.66,,,,,,,,,,,,,,,,93.89
246539,194.16,198.26,,,,,,,,,,,,,,,,,,,196.21
9993,157.76,,,,,,,,,,,,,,,,,,,,157.76
358438,150.48,34.40,30.64,40.37,22.62,39.50,24.06,19.00,,,,,,,,,,,,,45.13
212271,606.52,,,,,,,,,,,,,,,,,,,,606.52
3375,29.68,28.87,88.85,76.84,21.11,17.58,,,,,,,,,,,,,,,43.82
314082,196.83,63.10,502.03,,,,,,,,,,,,,,,,,,253.99
184275,139.11,141.91,65.25,,,,,,,,,,,,,,,,,,115.42
19318,323.79,332.22,,,,,,,,,,,,,,,,,,,328.00
116462,44.83,,,,,,,,,,,,,,,,,,,,44.83
12522,127.62,122.82,38.47,45.33,147.63,92.12,,,,,,,,,,,,,,,95.66
540520,43.54,367.49,60.00,,,,,,,,,,,,,,,,,,157.01
92221,342.50,,,,,,,,,,,,,,,,,,,,342.50
538380,362.75,,,,,,,,,,,,,,,,,,,,362.75
284454,7.31,10.99,9.15,8.89,9.14,9.21,,,,,,,,,,,,,,,9.12
160679,166.83,,,,,,,,,,,,,,,,,,,,166.83
324882,147.78,,,,,,,,,,,,,,,,,,,,147.78
330174,423.91,60.48,128.03,53.84,55.35,47.38,29.92,20.21,27.98,,,,,,,,,,,,94.12
561324,460.87,60.29,22.32,,,,,,,,,,,,,,,,,,181.16
14468,134.53,126.20,,,,,,,,,,,,,,,,,,,130.37
508665,95.46,28.07,118.20,21.90,69.48,,,,,,,,,,,,,,,,66.62
396792,190.27,46.81,27.67,25.92,21.08,26.27,,,,,,,,,,,,,,,56.34
325416,261.75,85.50,18.51,28.89,40.78,,,,,,,,,,,,,,,,87.09
290350,68.78,111.93,,,,,,,,,,,,,,,,,,,90.36
63140,94.99,,,,,,,,,,,,,,,,,,,,94.99
164043,215.25,29.08,276.13,,,,,,,,,,,,,,,,,,173.49
57641,91.48,92.44,77.90,22.03,36.63,17.48,93.37,40.46,19.32,39.40,13.74,6.70,16.77,412.00,,,,,,,69.98
487322,33.25,32.11,29.37,20.17,35.04,23.52,35.25,14.97,319.48,,,,,,,,,,,,60.35
81811,17.13,21.61,29.35,49.04,5.79,10.08,5.07,26.25,,,,,,,,,,,,,20.54
557636,173.25,161.41,190.05,,,,,,,,,,,,,,,,,,174.90
62969,254.56,44.79,7.75,12.90,,,,,,,,,,,,,,,,,80.00
577378,56.46,47.46,161.08,59.06,33.84,59.48,51.81,51.65,57.60,71.25,54.83,52.03,73.68,,,,,,,,63.86
156425,209.40,216.97,,,,,,,,,,,,,,,,,,,213.19
10498,136.91,160.44,,,,,,,,,,,,,,,,,,,148.68
539378,130.81,196.15,45.04,40.18,10.36,,,,,,,,,,,,,,,,84.51
102669,58.42,49.05,,,,,,,,,,,,,,,,,,,53.73
392776,208.66,83.50,,,,,,,,,,,,,,,,,,,146.08
378137,150.94,33.20,67.92,21.15,20.84,15.45,62.02,38.60,34.06,35.08,33.09,29.41,,,,,,,,,45.15
285588,247.93,,,,,,,,,,,,,,,,,,,,247.93
190603,14.05,14.37,18.08,,,,,,,,,,,,,,,,,,15.50
8772,201.61,,,,,,,,,,,,,,,,,,,,201.61
503269,155.33,18.03,218.43,,,,,,,,,,,,,,,,,,130.60
